Mass,Radius,cmf
7.8037155190710354,1.6580809642286056,0.4383118426474009
3.3114253480846996,1.1912556124809535,0.7923249064950165
6.8197805141938215,1.5181940839694217,0.6178168275599204
4.095497704731016,1.483791982807582,0.26706269062043414
7.4835720254356595,1.6181556322205874,0.4811169429917639
4.69789293287552,1.1923537203816563,0.9999462867858941
5.109767534495942,1.3626772470955424,0.7293177308858559
4.546596325893255,1.6172900646311423,0.011089700980762562
2.2359091196103793,1.1998853819821462,0.4646571076381808
3.2759167243563025,1.1499075851124452,0.8760893691689503
7.9358350183456485,1.7141765798205089,0.3347053795941267
9.624111859777553,1.940557764974897,0.028894626960470432
5.018494064601323,1.297576232793111,0.8403129122908892
3.863318496596574,1.4797556318482388,0.21724452662548066
5.567675362732859,1.5072814229163505,0.4859051632490423
1.9285654135706563,1.1970167041794617,0.3239604544804201
6.698826001110318,1.3059013014562597,0.9973792420420414
3.8811469324161774,1.1579492308066175,0.9897198259894517
10.025573904787022,1.7678325521313383,0.41495219582183673
4.511940771236016,1.386118037319943,0.5913321194311717
6.563889402440557,1.5274675883432065,0.5774961362470763
5.908417006387171,1.316731202413051,0.9178477125253414
6.93272958965765,1.7089193120602024,0.21866011116558115
2.751720952013161,1.3622152915107488,0.1926071643341556
2.34348933274089,1.0677859664540734,0.8635957125850073
9.154491030518235,1.8080362509290824,0.2597924066297018
6.571388612085736,1.3882638747087421,0.8367104542598384
8.720819987206893,1.3816674447173647,0.9973241284192553
1.6345553862134763,0.9953791309989235,0.8037911130971352
13.104160453563367,1.5221983719711418,0.9941788657289978
6.5212077261420065,1.5761496788306204,0.4560618658295237
1.878356301242873,1.2296220571038239,0.18579318400753345
1.6471893565895606,1.0636664311732822,0.6115242340752132
4.69529291974528,1.4971873814668255,0.3643644022123544
6.320552438459477,1.5478630693397095,0.500313943407788
10.374313496216113,1.4831380672248078,0.9463851840786223
2.74488233304052,1.0899014783728296,0.9396818307155506
2.3514518325554308,1.0564278486418657,0.872019523735737
2.0125510451434088,1.2612346647158805,0.1569957287362047
2.618668367941067,1.3040736848417724,0.3154962723738983
3.541424266626476,1.5099790656969199,0.02834340187301207
2.7291970719353875,1.3278699136119394,0.28269220703740083
3.056797334772514,1.30114863945024,0.4731878516784144
8.555612862694966,1.7247235325377668,0.37208615914508236
6.8965469110516375,1.652979673211198,0.33452412796837827
3.8030829856316184,1.5056576519948786,0.12112042741356427
3.1710860526823743,1.1430578592627167,0.9039406216718198
5.714166653058849,1.3890205190477107,0.7610302922009429
8.013813202186537,1.798110790824264,0.16413523848714856
4.861215182418353,1.2639414485959126,0.904003462556717
7.827495945069051,1.4594865182662327,0.8083822011343491
2.988974430351525,1.108579137014589,0.9524248575787806
10.90190823505831,1.786305821047632,0.4424286389938249
2.262170775372897,1.338161707575459,0.04003547800885948
10.93092510611699,1.8467455716867978,0.3346140150656542
6.525853854215832,1.4014619026964175,0.80537728335686
7.884851099892497,1.7339728862146921,0.2812386973014175
1.8121463580409225,1.1680234616193446,0.3560331637146382
3.397729571948527,1.4087772009931425,0.28053416271285037
8.11389565630258,1.4519815353502563,0.8653830180218306
2.3980275762441647,1.0646787753472733,0.9142167137951116
11.638047900495916,1.5807766965830026,0.8586529186155879
3.482110356591254,1.302126300163178,0.5845236138810503
5.227039752485272,1.5185507328392462,0.40684959225533424
2.6274340597072054,1.1143236892637967,0.8293697128531208
2.0722803660535547,1.3035437738458324,0.045898865396860944
4.504485674580808,1.2258954795824728,0.9300560558591552
1.9106285659304514,1.1985524728863928,0.3089218117542912
9.096623348869805,1.7087065660652063,0.4554989390649298
6.860329479289595,1.7871799636684944,0.028749061794118434
8.027730085010822,1.8234645991177616,0.1011198631484373
2.2321852309104004,1.259340535916032,0.27744206013426176
7.3946421917904335,1.7155795133493716,0.2580950632913117
2.645372014044577,1.2608773957759936,0.4516286395086043
4.529578181429519,1.5214506913507224,0.26728133799354864
3.20197996852979,1.181706811166803,0.8057782651074301
2.662123793084439,1.0943109616608913,0.9048478582275137
6.499216340849409,1.686977374663686,0.20187784471775466
1.954189492335336,1.2738529582445461,0.07651957171789915
9.555343749526505,1.630430124969137,0.6401117970439384
1.7426263463439915,1.1973975161890245,0.21237630720714556
4.978679976238509,1.629709341706244,0.08551567313364652
3.526226357098111,1.421255286068563,0.28783648900157266
8.322072063681645,1.8258885980951371,0.13038576627333898
10.325790255427854,1.6314759027596923,0.6884276543148476
3.5512078750571296,1.3378525157577668,0.5099247670708379
1.4964976889653583,1.1869029733897947,0.0644208508501371
3.682854215566943,1.1821310194698804,0.9128470483448308
8.256709884885392,1.8699378115881986,0.026380731333290636
2.1427414429841534,1.0661488225653033,0.8168048699425617
8.13788485182715,1.6309464138516496,0.5236285149309159
3.0884330444750874,1.1361505947980957,0.9023326502801357
8.832761577165272,1.5447774904241336,0.7384366337927601
1.8985744824803406,1.1294824730537916,0.5333808211498207
2.221147752072117,1.0740768347775727,0.8216288117374638
2.492610259740352,1.1094795928339214,0.8058411467478329
4.949770664232725,1.6390049250325456,0.047170393158030954
5.589348079401562,1.2525101324980914,0.9901985180819566
2.0048505084155113,1.1997518041357158,0.3574036665526043
3.620661743409135,1.1939424323357999,0.8469612789389545
